japanese,english
剥き出し,Nakedness
基点,Reference point
樹齢,Age of a tree
大里,Osato
年収,annual income
モンティ,Monty
誅殺,Chusatsu
隧道,Tunnel
難所,Rough spot
香辛料,Spice
繰り上がる,Go up repeatedly
ネッツ,Nets
テレジア,Theresia
デイビス,Davis
ソーダ,soda
フルシチョフ,Khrushchev
凄まじい,tremendous
危ない,Dangerous
丸める,Round off
伊佐,Isa
入れ墨,tattoo
大主教,Archbishop
扇状地,Alluvial fan
承知,Consent
ギフト,Gift
だって,Because
みやこ,Miyako
アーリントン,Arlington
サンテレビ,Sun TV
サーガ,Saga
秀明,Hideaki
突如たる,Suddenly serving
見当たる,Miataru
雅楽,Gagaku
砕く,Break
簒奪,Usurped
羊毛,wool
美保,Miho
迫力,Force
引火,Catching fire
協商,Entente
氏子,Shrine parishioner
三菱重工,"Mitsubishi Heavy Industries, Ltd."
仕方無い,It can not be helped
公刊,Published
ヴィリニュス,Vilnius
マクマホン,McMahon
ベンゾジアゼピン,Benzodiazepines
コンバット,Combat
クロー,Claw
シルク,silk
じゃんけん,Rock-paper-scissors
イディ,Idi
国公立,National and public
急便,Courier
ライク,like
保釈,bail
天王星,Uranus
平沢,Hirasawa
萎縮,atrophy
語法,Diction
美智子,Michiko
自他,Oneself and others
ハバナ,Havana
バーチャル,virtual
バーナー,burner
マトリックス,matrix
ダラム,Durham
ソーセージ,sausage
ネプチューン,Neptune
天然痘,smallpox
上向く,Look upward
亜綱,subclass
根付く,Take hold
田山,Tayama
特進,A special advance
臼井,Usui
花田,Hanada
関取,Sumo wrestler
駐輪場,Bicycle Parking
設営,Construction
スプレー,spray
ピール,Peel
ストラヴィンスキー,Stravinsky
クロムウェル,Cromwell
従二位,Accordance second place
伝言,message
増し,Increased
六郷,Rokugo
折衷,Compromise
西京,Xijing
郵送,Mailing
開皇,Hirakisumeragi
阿弥,Honami
隋朝,Zuiasa
鳳凰,Phoenix
ジェニー,Jenny
ぐる,Accomplice
かくして,Thus
サファイア,sapphire
エデン,Eden
エレクトロ,Electro
比奈,The chick
決別,Departure
沸騰,boiling
ヴィクター,Victor
久我,Kuga
乳児,infant
便乗,Piggybacking
巻き起こる,Happen wound
ドナー,donor
ノベライズ,Novelizations
ビスタ,Vista
準同型,Homomorphic
病態,Pathology
袂,Mountain foot
貴子,Takako
遺志,Dying wish
黙認,Connivance
縮合,Condensation
満員,Full house
片倉,KATAKURA
白熱,Incandescence
宿禰,Takenouchi no
小野寺,Onodera
昇天,Ascension
木原,Kihara
建材,Building material
剥く,Peel
千春,Chiharu
各人,Each person
吹き出す,Spurt
ロレンツォ,Lorenzo
シェフィールド,Sheffield
みお,Mio
カザフ,Kazakh
ジャンパー,jumper
パーカッション,percussion
ベネトン,Benetton
ペテルブルク,Petersburg
フォルダ,folder
フリップ,Flip
セントポール,St. Paul
ダンパ,damper
ドルトムント,Dortmund
トラフィック,traffic
一役,Play a role
壊死,Necrosis
壬申,Mizunoesaru
温める,warm
石棺,sarcophagus
自営,Self-employed
たち,Us
コンテンポラリー,Contemporary
アルベール,Albert
ジェイミー,Jamie
コンソーシアム,consortium
クレヨンしんちゃん,Crayon Shin-chan
グレコ,Greco
ケーニヒスベルク,Königsberg
大宰府,Dazaifu
女官,Court lady
レクイエム,Requiem
ヴァンパイア,Vampire
副葬,Congestion
並立,Collateral
私財,Private property
良心,conscience
鎖国,National isolation
蛹,pupa
西東京,West Tokyo
見せ掛ける,Pretend
農政,Agricultural Policy
清洲,Kiyosu
由紀,Yuki
甲殻類,crustacean
異形,Variant
スターダスト,Stardust
亜美,Ami
大怪我,serious injury
妙見,Myouken
学舎,Campus
居合,Iaido
更始,Koshi
横井,Yokoi
千曲,Chikuma
叩き付ける,Strike
四囲,Four sides
家人,Folks
引き籠る,Pull be stuffy
攪乱,Disruptors
先んずる,Forestall
公設,Public
毒素,toxin
牧草,Grass
玲子,Reiko
鴻巣,Kounosu
美浦,Miho
群落,Communities
アスペクト,aspect
キャン,Scan
グルーヴ,groove
サイコ,Psycho
ジョルジョ,Giorgio
スターリングラード,Enemy at the Gates
染まる,Dye
御坊,Gobo
摘出,Excised
新地,Shinchi
施政,Administration
勧業,Kangyo
大柄,Large build
ルーレット,roulette
ヴィン,Winterthur
里奈,Rina
潰瘍,Canker
臼歯,molar
茨,Thorn
落ち延びる,Escape safely
ジーンズ,jeans
ノンストップ,Nonstop
南郷,Nango
時宗,Tokimune
暴落,Slump
散策,Walking
数式,Numerical formula
日和,Weather
孔雀,peacock
下駄,geta
円周,Circumference
明文,Expressly
暴く,expose
板東,Bando
古谷,Furuya
太る,Get fat
新見,Niimi
シンクタンク,think tank
ゴスペル,gospel
サクソフォーン,Saxophone
ウォリック,Warwick
アンジェ,Angers
アンドロメダ,The Andromeda Strain
クラウディウス,Claudius
まだまだ,not yet
オペレーター,operator
オーウェン,Owen
要綱,Outline
親鸞,Shinran
逆行,Retrograde
重篤,Serious
聖火,The torch
トンガ,Tonga
ビルト,Built
ヘブライ,Hebrew
チラシ,Flyer
デフォルメ,Deformed
スカル,Scull
アルフレート,Alfred
我慢,patience
控え目,conservative
レクサス,Lexus
三國,Mikuni
三種,Three types
不向き,unsuitable
偽名,Alias
北越,Hokuetsu
半身,Half-length
秦野,Hatano
辞表,Letter of resignation
淳一,Junichi
真理子,Mariko
眼球,Eyeball
県政,Prefectural
躊躇,hesitation
黒石,Kuroishi
オマハ,Omaha
ヒース,Heath
心から,Heartily
伏する,To bend down
官報,Official Gazette
小野田,Onoda
官立,Kanritsu
助長,Promotion
卍,Swastika
周遊,Tour
中居,Nakai
修好,Amity
ラミレス,Ramirez
快い,pleasant
コーデック,Codec
ザウバー,Sauber
シュメール,Sumerian
甲冑,armor
ハンニバル,Hannibal
デキる,Skilled
プランクトン,plankton
ゼミナール,Seminal
ダカール,Dakar
ターリバーン,Taliban
カドミウム,cadmium
カラカス,Caracas
エリツィン,Yeltsin
コンボイ,Convoy
ちび,Little
引っ掛かる,Caught
志布志,Shibushi
持病,Chronic disease
日当たり,Day
境地,Frontiers
変質,Deterioration
姑,Mother-in-law
対位法,Counterpoint
レッスルマニア,WrestleMania
ヴィレッジ,Village
取次,Agency
受け皿,Saucer
予想外,Unexpected
築港,Chikko
締約,Contracting
萼,Calyx
講道館,Kodokan
照宮,Terumiya
閉会,Closure
霞ヶ浦,Kasumigaura
膀胱,bladder
アヤックス,Ajax
バタフライ,butterfly
上等,Choice
偏向,deflection
入金,payment
極右,Extreme right
憑く,Haunt
敏郎,Toshiro
強肩,Kyoken
昇華,Sublimation
昼食,lunch
校訓,Kokun
嫌がらせ,harassment
二葉,Bud
名張,Nabari
レイズ,Raise
ローレンツ,Lorentz
インナー,inner
ウエイト,weight
程遠い,far cry
触角,Tentacle
雨量,rainfall
ファンタスティック,fantastic
フォーカス,focus
ホーリー,Holly
ニミッツ,Nimitz
ブラッグ,Bragg
アストロ,Astro
サリン,Sarin
拓也,Takuya
最後尾,end of a line
取り敢えず,For the time being
各界,Various circles
吉見,Yoshimi
乖離,Estrangement
乗り組む,Get aboard
全会,Unanimously
公訴,prosecution
陽明,Yangming
稲沢,Inazawa
立ち去る,Leave
竹山,Takeyama
笊,Sieve
異様,Strange
貨客船,Passenger ship
笹川,Sasakawa
美和,Miwa
美奈子,Minako
痕,Marks
コーティング,coating
カウボーイズ,Cowboys
あやかる,Share good luck
インタプリタ,Interpreter
インテーク,Intake
フッカー,Hooker
プリズム,prism
新座,Niiza
巻頭,Intro
失神,syncope
小堀,Kobori
工務,Engineering
抱き締める,To give a hug
散らばる,Scattered
三川,Mikawa
主だった,It was the main
国衙,Kokuga
ウィッチ,Witch
キラキラ,Glitter
波多野,Hatano
海人,Uminchu
特訓,Special training
白鵬,Hakuho
豪商,Wealthy merchant
隣人,neighbor
ホーフ,Hof
ディズニーシー,Disney Sea
チルドレン,Children
バディ,Buddy
アトランティス,Atlantis
コダック,Kodak
コルツ,Colts
オマーン,Oman
叩き出す,Begin to strike
待望,The long-awaited
政情,Political situation
新一,Shinichi
リンド,Lind
リージョン,region
伍長,corporal
書評,Book review
越境,Transboundary
過密,Crowded
流失,Washout
訃報,News of a death
美子,Yoshiko
オーラ,aura
カールスルーエ,Karlsruhe
それとも,Or
どうして,why
ブラシ,brush
プエブロ,Pueblo
ドーン,Dawn
ハイエンド,High-end
敬称,Honorific
太一,Taichi
ルード,Rood
ロマネスク,Romanesque
庇う,protect
御供,Goku Midnight Eye
揉める,Dispute
文子,Fumiko
昌平,Changping
本領,Specialty
助かる,Survive
山腹,Mountainside
アルカディア,Arcadia
スウィート,Sweet
猟犬,Hound
高音,High-pitched tone
鳥山,Toriyama
試練,trial
ノイマン,Neumann
ビレッジ,Village
フライヤーズ,Flyers
ブルトン,Breton
スプーン,spoon
ジェイク,Jake
エチル,ethyl
多種,Various
実地,Practice
川岸,Riverbank
レイヤー,layer
形勢,Situation
悪用,Misuse
提灯,Paper lantern
敦子,Atsuko
合資会社,JOINT STOCK COMPANY
不可解,Inexplicable
会頭,Society president
輸血,transfusion
迷路,maze
理恵,Rie
福地,Fukuchi
精彩,Brilliance
雨宮,Amemiya
里子,Foster child
現世,This life
親権,Custody
アステカ,Aztec
フラグシップ,Flagship
ヘラルド,Herald
ベイリー,Bailey
住持,Chief priest of temple
柊,Holly
島崎,Shimazaki
再録,Rerecording
広尾,Hiroo
東松山,Higashi-Matsuyama
和菓子,Japanese confectionery
塚原,Tsukahara
大河原,Okawara
アムトラック,Amtrak
送金,money transfer
逸見,Hemi
疎ら,sparse
緩行,Going slowly
自認,admission
ビルド,Build
フライデー,Friday
メガドライブ,Mega Drive
メッセンジャー,Messenger
タイムス,Times
タフ,tough
ハンク,Hank
アンティゴノス,Antigonus
イマーム,Imam
コントラ,Contra
ロッシュ,Roche
勅命,Imperial command
江崎,Ezaki
船越,Funakoshi
見据える,Gaze
計らう,Talk over
流罪,Exile
潜める,Conceal
相手方,The other party
身の代金,ransom
輪郭,Contours
コンシューマ,Consumer
ジュビロ,Jubilo
ヒューゴー,Hugo
ズームイン,Zoom in
プラネット,Planet
プレゼンテーション,presentation
ボルティモア,Baltimore
有益,beneficial
朝霞,Asaka
欠落,missing
川柳,Comic haiku
与力,Feudal era police rank
千尋,Chihiro
土橋,Dobashi
ロドニー,Rodney
ヴァロワ,Valois
悪人,Villain
新居,New house
別院,Branch temple
勝彦,Katsuhiko
侵犯,Violation
いろは,Iroha
コレステロール,cholesterol
オラトリオ,Oratorio
落下傘,parachute
諫める,Remonstrate
石坂,Ishizaka
金鉱,gold mine
鰺,Taste
流水,running water
海藻,seaweed
パティ,Patti
バンベルク,Bamberg
ボツワナ,Botswana
チャガタイ,Chagatai
フルタイム,full-time
ジェネオン,Geneon
八田,Hatta
効能,efficacy
裕司,Yuji
謀略,Plot
通運,EXPRESS
陽一,Yoichi
雨水,Rain water
配役,Cast
餃子,Gyoza
異にする,Differing
真弓,Mayumi
素性,Identity
エーゲ海,Aegean
ブラー,Blur
ダコタ,Dakota
ネイサン,Nathan
剥離,Peeling
嵩上げ,Raising
丹生,Niu
乱暴,Rough
人骨,Human bones
両津,Ryotsu
俄か,Offhand
凝縮,Condensation
初段,The first stage
千恵,Chie
司書,librarian
林野,Forestry
油絵,oil
エキスパート,Expert
シュヴァーベン,Swabian
グリニッジ,Greenwich
サクセス,success
磐越,IwaEtsu
発散,Divergence
阿倍野,Abeno
題字,Masthead
マズル,Muzzle
マンドリン,mandolin
ブレンド,blend
ハース,Haas
デイトナ,Daytona
まさみ,Masami
決死,Preparedness for death
加治木,Kajiki
呪術,magic
ワーナーミュージック,Warner Music
久松,Hisamatsu
仕分ける,Assort
大義,Cause
大老,Tairo
対価,Consideration
忠告,advice
悦子,Etsuko
摘まむ,pinch
清流,Clear stream
王将,king
硬度,hardness
転記,Posting
遊技,Game
表せる,Expressed
カーズ,Cars
チャベス,Chavez
ピットイン,Pit stop
スンナ,Sunnah
明け暮れる,Akekureru
棒状,Rod-like
正道,Right track
実感,Feeling
木本,Woody
償還,redemption
ちひろ,Chihiro
ジョイス,Joyce
アード,Ard
華人,Chinese
洋服,Clothes
焼成,Fired
策略,Trick
チャンドラー,Chandler
デカルト,Descartes
ピーターズバーグ,Petersburg
バルトーク,Bartok
ハルゼー,Halsey
タヒチ,Tahiti
アウトレット,outlet
アクター,actor
アクリル,acrylic
オペル,Opel
座間,Zama
外車,Foreign automobile
学識,Scholarship
罹る,Suffer
諸共,Morotomo
玉名,Tamana
海辺,Seashore
海野,Unno
由美子,Yumiko
的中,Center
鐵道,Tetsumichi
高畑,Takahata
薄型,Thin
足掛かり,foothold
カレル,Karel
キャンベラ,Canberra
クラレンス,Clarence
クローズアップ,Close-up
ホリデー,Holiday
孝明,Takaaki
宇品,Ujina
密告,Betraying
両生類,Amphibians
仕付ける,Baste
公選,Public election
出先,Destination
和紙,Japanese paper
水和物,Hydrate
橇,Sled
偏光,Polarization
同席,Attended
引力,Gravitation
憂鬱,Melancholy
まみ,Mami
ジャージ,Jersey
ジープ,Jeep
蝸牛,Snail
譜面,Music
熱する,heat
ホーカー,Hawker
スピルバーグ,Spielberg
プラネタリウム,Planetarium
木々,The trees
柳原,Yanagihara
土肥,Doi
下限,lower limit
中葉,Middle lobe
議題,agenda
矮星,Dwarf
究明,Investigation
紫綬,Shiju
膣,vagina
香水,perfume
親類,Kin
逸する,Deviate
深沢,Fukasawa
淳子,Junko
バミューダ,Bermuda
ビショップ,Bishop
ハイツ,Heights
ブータン,Bhutan
ウスター,Worcester
僧正,High Buddhist priest
レダクターゼ,Reductase
大御所,Mogul
出で立ち,Dressed
名主,Headman
ユニコーン,unicorn
ヴィンチ,Vinci
乾電池,Dry cell
器用,Skillful
地デジ,DTB
墓石,Tombstone
幸男,Yukio
水彩,watercolor
ダミー,dummy
マッチング,matching
マッド,Mad
漁場,Fishing grounds
炸薬,Explosives
独唱,Vocal solo
超す,More than
長ずる,Fractuation
高熱,High fever
臑,Shin
ステラ,Stella
グリー,Glee
まさき,Masaki
コンスタンティヌス,Constantine
コンシューマー,consumer
ビーイング,Being
ファスト,Fast
デュエル,Duel
松木,Matsuki
壮絶,Sublime
奇抜,Novel
実母,Real mother
寺尾,Terao
導出,Derivation
付き添う,Accompany
光一,Koichi
地価,Price of land
地場,Local
埋没,Burying
神宮寺,Jinguuji
良平,Ryohei
湖水,Lake
滅びる,perish
激励,encouragement
蟄居,Keeping house
誘電,dielectric
ブロンコス,Broncos
ジェッツ,Jets
アーバン,Urban
アストゥリアス,Asturias
効用,utility
及川,Oikawa
一晩,One night
モスラ,Mothra
感受性,Sensitivity
文中,Statement
和気,Waki
咽頭,Pharynx
三塁打,Three-base hit
根底,Root
安保理,Security Council
ピント,Pinto
マテリアル,material
セレッソ,Cerezo
タイマー,timer
製油,Refinery
貴志,Takashi
サマセット,Somerset
シロンスク,Silesian
ゼネラルモーターズ,General Motors
山岸,Yamagishi
時津,Togitsu
創成,Creation
即死,Instant death
中程,middle
九重,Kuju
血筋,Lineage
減ずる,Reduce
英一,Eiichi
長沢,Nagasawa
鋳物,casting
隣り合う,The adjacent
龍谷,Ryukoku
無意味,Nonsense
解る,Understood
読本,Reading book
遡上,Run-up
管楽器,Wind instrument
ピーナッツ,Peanuts
ハマース,Hamas
プレイボーイ,Play Boy
ベルナルド,Bernardo
けれども,However
後宮,Seraglio
吉郎,Yoshiro
宝籤,Lottery
寝室,The bedroom
差し向ける,Directing
中沢,Nakazawa
乾季,dry season
伊万里,Imari
分身,Avatar
史観,Historical view
弱小,Weak
チャイ,Chai
用心棒,Bodyguard
西瓜,watermelon
転籍,Transferred
りあ,Rear
コラール,Choral
ゲティスバーグ,Gettysburg
キャッツ,Cats
こなせる,Good command
サイバトロン,Cybertron
カーポ,Capo
パートナーズ,Partners
ホッと,And hot
ナイロン,Nylon
天秤,Scale
太陽暦,solar calendar
モース,Morse
リキュール,liqueur
映写,projection
象牙,ivory
遊具,Playground equipment
長瀬,Nagase
無法,Lawless
畏怖,awe
洗脳,brainwashing
知己,Acquaintance
遺憾,regret
礼儀,courtesy
色調,Color tone
黒幕,Black curtain
フィナーレ,Finale
ヘレナ,Helena
パッカード,Packard
ストール,Stall
アパルトヘイト,apartheid
大リーグ,Major League Baseball
レイソル,Reisoru
弁明,Excuse
強靭,tough
体現,Personification
俳諧,Haiku
嘉吉,Kakitsu
刑期,Prison term
剰余,Surplus
危害,harm
坂下,Sakashita
威信,The prestige
底面,Bottom surface
担い手,Leaders
撥,Plectrum
教祖,Guru
パーソンズ,Parsons
ファイヤー,Fire
ファーストフード,Fast food
ブランドン,Brandon
配電,Power Distribution
表皮,Skin
見本市,Trade fair
論証,Demonstration
貼付,Paste
起爆,Exploding
渓流,Mountain stream
現物,Kind
スタニスワフ,Stanislaw
イースター,Easter
ザック,Zach
フォーメーション,formation
デストロン,Destron
ハリスン,Harrison
パトカー,Patrol car
ベッテル,Vettel
建屋,Building
慰める,comfort
梃子,lever
塞き止める,Dam up
余波,aftermath
信行,Nobuyuki
準じる,Conform
炒める,stir fry
為す,Do
識字,literacy
鎮台,Chindai
船上,Shipboard
習性,Trait
轟く,Roar
特大,Extra large
鳴海,Narumi
ベルマーレ,Bellmare
ソール,Saul
ティベリウス,Tiberius
マッカーシー,McCarthy
カルテット,Quartet
あいつ,that person
くらげ,Jellyfish
協働,Cooperation
沖積,alluvial
東和,Towa
正木,Masaki
仕舞う,Put away
惣領,Soryo
一つ一つ,One by one
冒す,Affects
固執,Persistence
ニュートリノ,Neutrino
ハーモニカ,harmonica
転進,Change course
違い無い,No difference
美咲,Misaki
活気,Vitality
浪費,waste
深層,Depth
現に,Actually
ど,Etc.
コーダ,Coda
ケッペン,Koppen
スカーレット,scarlet
オードリー,Audrey
カメオ,cameo
バリトン,baritone
ムガル,Mughal
フォーチュン,Fortune
プロコフィエフ,Prokofiev
テイチク,Teichiku
ソリッド,solid
北本,Kitamoto
村岡,Muraoka
東金,Togane
余分,extra
共犯,Accomplice
ワラキア,Wallachia
増額,Increase
山水,Landscape
荻窪,Ogikubo
赤星,Akahoshi
防波堤,breakwater
藤島,Fujishima
賃借,Renting
無論,Of course
石黒,Ishiguro
ピーチ,Peach
キャベツ,cabbage
クリムゾン,Crimson
グレイシー,Gracie
コールマン,Coleman
シナゴーグ,Synagogue
アルタ,Alta
孤島,Solitary island
家鴨,Domestic duck
殿下,Your highness
捻る,twist
教学,Teaching
敵地,Enemy territory
否める,Inameru
城址,Castle
ライム,lime
リベルタドーレス,Libertadores less
何事,Everything
令嬢,daughter
廃嫡,Disinheritance
敢闘,Fighting bravely
檄,Geki
ブライト,Bright
ブラザー,Brother
プレスリー,Presley
ボイジャー,Voyager
芽生える,Sprout
鳥獣,Wildlife
用例,example
クライド,Clyde
ゆとり,Room
カレリア,Karelia
ジャスト,Just
インピーダンス,Impedance
アルティメット,Ultimate
ゴンドラ,gondola
セヴァストポリ,Sevastopol
植林,Afforestation
求婚,Courtship
指紋,fingerprint
接尾辞,Suffix
大淀,Oyodo
岩山,Rocky mountain
上訴,appeal
仁科,Nishina
ルーン,Rune
再審,retrial
浜村,Hamamura
画廊,Gallery
界隈,Neighborhood
石塚,Ishizuka
美男,Handsome man
玉野,Tamano
見て取れる,Seen
難破,Shipwreck
霊感,inspiration
食卓,table
エルナンデス,Hernandez
インスピレーション,Inspiration
半円,Semicircle
吊り橋,suspension bridge
屈曲,Bent
帯状,Strip
リクライニング,Reclining
前立腺,prostate
法要,Buddhist memorial service
日の丸,Japanese flag
岸壁,Quay
主著,Main work
鑑別,Discrimination
面識,Acquaintance
直美,Naomi
簿記,bookkeeping
落雷,Thunderbolt
行楽,Outing
適宜,As appropriate
まさお,Masao
ジュリ,Juli
サイクロン,Cyclone
サングラス,sunglasses
そこそこ,So so
修羅,Fighting
歓楽,Pleasure
勇退,bowing out
基数,radix
小道具,Prop
巻き上げる,Wind up
慰問,Condolence
断言,Affirmation
ソフィー,Sophie
ターボプロップ,Turboprop
ボイド,void
マントル,Mantle
行者,Ascetic
金谷,Kanaya
鳴尾,Naruo
生まれ故郷,Native place
目印,Mark
矢印,The arrow
研ぐ,sharpen
徹甲弾,Armor-piercing ammunition
捕球,Catch
損ねる,Harm
星空,Starry sky
世帯主,Head of household
両翼,Both wings
久美,Kumi
内通,Secret understanding
外戚,Maternal relative
安宅,Ataka
ロッキーズ,Rockies
ヴェーダ,Veda
凶,Misfortune
可否,Propriety
周南,Shunan
まどか,Madoka
もてなす,Entertain
ティーガー,Tiger
ボリバル,Bolivar
マルケス,Marquez
マース,Mars
ミート,meat
ハイデッカー,Haidekka
殺虫,Insecticides
復古,Restoration
一筋,Devoted
克己,Self-control
総和,Sum total
酒屋,Sake dealer
鏤める,Sprinkle
語り手,narrator
澤田,Sawada
真鍮,Brass
シーメンス,Siemens
アムロ,AMRO
アラム,Alam
コルシカ,Corsica
コンスタンチン,Konstantin
サウサンプトン,Southampton
キナーゼ,Kinase
シャトー,Chateau
エドゥアルド,Eduardo
予知,Prediction
時価,Fair value
友軍,Friendly troops
古都,Ancient city
敵意,hostility
山路,Yamaji
ファクター,factor
ブライアント,Bryant
租界,Concession
老いる,Olden
色気,sex appeal
讒言,Defamation
異教徒,heathen
限り無い,Unlimited
給電,Power supply
境遇,Circumstances
年明け,The beginning of the year
模式,Schematically
投擲,Throwing
拡げる,spread
持久,endurance
圓生,Madoka students
おつ,Otsu
かす,Lend
くちばし,Beak
ファンファーレ,Fanfare
パリス,Paris
ナミビア,Namibia
ノヴァ,Nova
マイカル,Mycal
マイスター,Meister
マジンガー,Mazinger
タイタニック,Titanic
ダッチ,Dutch
トロッコ,Dolly
バリウム,barium
出火,Outbreak of fire
到底,Possibly
労力,effort
尊厳,dignity
充足,Sufficiency
怪盗,Phantom thief
指宿,Ibusuki
振り替える,Reclassified
搾取,exploitation
新派,New school
更改,Renewal
本位,Oriented
港南,Konan
球磨,Kuma
野蛮,Savage
こんにちは,Hello
ウェブスター,Webster
オフセット,offset
カフカ,Kafka
ゲーリー,Gary
クレオパトラ,Cleopatra
グラディウス,Gradius
ケーブルカー,Cable car
シーモア,Seymour
シェーンベルク,Schoenberg
晩餐,dinner
南蛮,Red pepper
即売,Spot sale
園長,Director
今田,Imada
倭寇,Japanese pirates
マギー,Maggie
チャイルド,child
高柳,Takayanagi
鰯,sardine
第三紀,Tertiary
結託,collusion
金魚,Goldfish
鋼材,Steel material
陸橋,Land bridge
遠ざける,keep away
家賃,rent
就寝,Going to bed
冗長,Verbose
レリーフ,Relief
ヴェラ,Vera
シスター,Sister
カローラ,Corolla
さながら,Just like
アンダルシア,Andalusia
クッション,cushion
メッシュ,mesh
ドリブル,dribble
ニコラウス,Nikolaus
セイバー,Saber
レイチェル,Rachel
不穏,Unrest
会報,Bulletin
何時迄も,Even until what time
桃子,Momoko
前倒し,Ahead of schedule
尾瀬,Oze
引き延ばす,Prolong
石野,Ishino
神託,oracle
禅宗,Zen sect
空前,unprecedented
自叙伝,autobiography
クッキー,cookie
コントラバス,Contrabass
サラゴサ,Zaragoza
サンタナ,Santana
アントワネット,Antoinette
アヴィニョン,Avignon
サイヤ人,Saiyan
二見,Forked
八重洲,Yaesu
ダンディー,Dundee
チューバ,tuba
ナンバリング,numbering
負かす,Defeat
花々しい,spectacular
閉幕,Closing
鸛,Storks
洋風,Western style
玄宗,Xuanzong
倹約,Frugality
塩釜,Shiogama
差し引く,Deduct
江別,Ebetsu
唾液,saliva
コカイン,cocaine
カミーユ,Camille
タロット,Tarot
バハマ,Bahamas
ミング,Timing
ポープ,Pope
フォーブス,Forbes
土産物,Souvenir
一成,Kazunari
本籍,Permanent residence
求刑,Prosecution
乳幼児,Infants
伝う,Go along
小橋,Kobashi
祝祭,Festival
花輪,wreath
荒れ地,wasteland
蚕,silkworm
補填,Compensation
グレース,Grace
コンサドーレ,Consadole
うん,Yup
アイン,Ain
ウジェーヌ,Eugène
アルタイ,Altai
多聞,Tamon
ライツ,Rights
必修,Required
払い戻す,Pay back
日本石油,Nippon Oil
三橋,Mitsuhashi
リュート,lute
本村,Motomura
フリーダム,Freedom
フレア,Flare
見せ場,Highlight
索引,index
湯本,Yumoto
瓢箪,Gourd
矩形,Rectangle
生死,Life and death
窪田,Kubota
試写,Preview
讃美,Praised
追い越す,overtake
違える,Made different
金具,Metal fittings
陳列,display
旧友,old friend
木曾,Kiso
名士,Celebrity
和訳,Japanese translation
夕焼け,sunset
大海,ocean
大田原,Otawara
恩賜,Imperial gift
便器,Urinal
ええ,Yes
カシオペア,Cassiopeia
エアバッグ,Airbag
エクストラ,extra
ゲッベルス,Goebbels
ジェンダー,gender
スティーラーズ,Steelers
三脚,tripod
単価,unit price
悪名高い,Notorious
ロゴス,Logos
累進,Graduated
綴,spelling
無限大,Infinity
退廃,Decadence
送致,Up Reel
邦夫,Kunio
ビューロー,Bureau
ノバスコシア,Nova Scotia
ゼルダ,Zelda
ベルゲン,Bergen
ホームレス,Homeless
デフレ,deflation
中段,The middle
橙,orange
打ち明ける,be frank
採石,Quarry
向かい合う,Face each other
草薙,Kusanagi
街角,Street corner
社説,editorial
聞ける,Hear
鹿角,Kazuno
雄三,Yuzo
突進,Rush
適度,Moderate
爬虫綱,Reptilia
真意,Real intention
ディナール,Dinar
ニューマン,Newman
ノエル,Christmas
マッケンジー,Mackenzie
ミキシング,mixing
スキップ,skip
あんな,Anna
カムバック,comeback
伊勢丹,Isetan
公明,Justice
一室,Room
密約,Secret agreement
大間,Oma
奉る,Enshrine
宇土,Uto
官民,Public private
仕置,punishment
信之,Nobuyuki
果汁,Fruit juice
柳井,Yanai
思わず,Unintentionally
感激,Deep emotion
拓殖大学,Takushoku University
拾遺,Shui
排ガス,Exhaust gas
整地,Soil preparation
デック,Deck
バイアス,bias
プランナー,planner
セミノール,Seminole
精華,Seika
腰痛,Lumbago
若頭,Lieutenants
諺,proverb
速水,Hayami
スキーム,scheme
ゴリラ,gorilla
マリウス,Marius
力量,Capacity
名分,Persons
予感,Premonition
休部,Kyubu
軽装,Diatomaceous
省吾,Shogo
鉄腕,Astro
索敵,Searching for the enemy
老衰,Senility
空域,Airspace
脱皮,Shedding
護る,Protect
コーンウォリス,Cornwallis
ウール,wool
上着,Jacket
墓碑,Tombstone
暗躍,Secret maneuvers
棋聖,Kisei
春夫,Haruo
償却,Amortization
意訳,Free translation
文物,Cultural Relics
属国,Vassal state
和人,Kazuto
石膏,plaster
門戸,door
ダイヤモンドバックス,Diamondbacks
トリップ,Trip
ナイツ,Nights
ジロー,Giraud
あずさ,Azusa
クッパ,Bowser
エルサルバドル,El Salvador
高須,Takasu
軽微,Minor
近東,Near East
生協,Co-op
皆川,Minagawa
盛り土,Fill
義一,Yoshikazu
肋骨,rib
東成,Higashinari
正典,Masanori
屈服,Surrender
レンタカー,Car rental
ロースター,roaster
後々,Distant future
族長,Chieftain
ダルマチア,Dalmatia
テーゼ,thesis
ビバリー,Beverly
ドタバタ,Slapstick
テーバイ,Thebes
プリインストール,Pre-installed
繁雑,complicated
花子,Hanako
金大中,Kim Dae-jung
閉める,close
風化,weathering
コンドル,Condor
アントラーズ,Antlers
ストーカー,Stalker
さだまさし,Sada Masashi
扶養,Support
新山,Niiyama
ライジング,Rising
リバーサイド,Riverside
全うする,To fulfill
全裸,Nude
具現,Embodiment
沼地,A bog
塙,Hanawa
冶金,metallurgy
出稼ぎ,Working away from home
東雲,Dawn
査定,assessment
レーション,Configuration
三位一体,Trinity
借り受ける,Borrow
筋力,Physical strength
解党,Kaito
ボーダー,border
フィールズ,Fields
ゴータ,Gotha
シエラ,Sierra
というのも,Because
アゲイン,Again
エクストリーム,Extreme
クリティカル,critical
親睦,Friendship
論点,Issues
肉筆,Handwriting
